Date,Change in cases,Recent cases,Recent cases % of cases,Total cases,"Total cases  per 100,000",Total hospitalized,Total hospitalized % of cases,Total deaths,Total deaths % of cases,New tests,Daily % positive,Total tests,"Total tests  tests per 100,000",At least one dose,At least one dose % of Ontario population,Completed primary series,Completed primary series % of Ontario population
"September 10, 2021",857,10137,1.8,573835,3894.6,29361,5.1,9605,1.7,26268,3.5,17472660,3894.6,11095311,75.3,10266368,69.7
"September 11, 2021",784,10191,1.8,574619,3899.9,29380,5.1,9611,1.7,23625,3.2,17496285,3899.9,11106636,75.4,10283757,69.8
"September 12, 2021",600,10143,1.8,575219,3904,29401,5.1,9617,1.7,19125,3.1,17515410,3904,11112890,75.4,10292671,69.9
"September 13, 2021",577,10227,1.8,575796,3907.9,29428,5.1,9624,1.7,21133,2.3,17536543,3907.9,11124230,75.5,10307523,70
"September 14, 2021",593,10224,1.8,576389,3912,29470,5.1,9629,1.7,33220,2.5,17569763,3912,11137998,75.6,10326511,70.1
"September 15, 2021",864,10230,1.8,577253,3917.8,29510,5.1,9632,1.7,34365,2.4,17604128,3917.8,11151737,75.7,10345301,70.2
"September 16, 2021",795,10144,1.8,578048,3923.2,29540,5.1,9637,1.7,33763,2.4,17637891,3923.2,11165131,75.8,10364163,70.3
"September 17, 2021",821,10168,1.8,578869,3928.8,29561,5.1,9647,1.7,30716,2.5,17668607,3928.8,11178991,75.9,10387090,70.5
"September 18, 2021",715,10117,1.7,579584,3933.6,29576,5.1,9653,1.7,29906,2.3,17698513,3933.6,11189659,75.9,10405720,70.6
"September 19, 2021",610,10080,1.7,580194,3937.8,29589,5.1,9655,1.7,23864,2.7,17722377,3937.8,11195651,76,10415715,70.7
"September 20, 2021",574,9988,1.7,580768,3941.7,29620,5.1,9663,1.7,23631,2.4,17746008,3941.7,11206699,76.1,10432360,70.8
"September 21, 2021",463,9983,1.7,581231,3944.8,29662,5.1,9670,1.7,39092,1.8,17785100,3944.8,11221384,76.2,10454906,71
"September 22, 2021",677,9909,1.7,581908,3949.4,29691,5.1,9677,1.7,37630,1.9,17822730,3949.4,11237383,76.3,10480490,71.1
"September 23, 2021",727,9974,1.7,582635,3954.4,29727,5.1,9688,1.7,36855,1.8,17859585,3954.4,11252841,76.4,10506637,71.3
"September 24, 2021",640,7346,1.3,583275,3958.7,29768,5.1,9698,1.7,33303,1.9,17892888,3958.7,11267985,76.5,10536088,71.5
"September 25, 2021",653,7456,1.3,583928,3963.1,29768,5.1,9704,1.7,31063,2.0,17923951,3963.1,11280282,76.6,10560086,71.7
"September 26, 2021",613,9597,1.6,584541,3967.3,29798,5.1,9704,1.7,22633,2.0,17946584,3967.3,11286731,76.6,10572177,71.8
"September 27, 2021",466,9397,1.6,585007,3970.5,29832,5.1,9715,1.7,23785,2.1,17970369,3970.5,11297855,76.7,10589606,71.9
"September 28, 2021",495,9302,1.6,585502,3973.8,29860,5.1,9723,1.7,36404,1.7,18006773,3973.8,11310172,76.8,10610875,72
"September 29, 2021",647,9171,1.6,586149,3978.2,29880,5.1,9732,1.7,38788,1.7,18045561,3978.2,11321676,76.8,10631853,72.2
"September 30, 2021",668,9137,1.6,586817,3982.7,29917,5.1,9743,1.7,35927,1.8,18081488,3982.7,11331329,76.9,10649811,72.3
"October 1, 2021",704,8908,1.5,587521,3987.5,29941,5.1,9750,1.7,28519,1.8,18110007,3987.5,11342356,77,10673028,72.4
"October 2, 2021",580,8787,1.5,588101,3991.5,29963,5.1,9752,1.7,32220,2.0,18142227,3991.5,11350443,77,10691055,72.6
"October 3, 2021",511,8608,1.5,588612,3994.9,29980,5.1,9754,1.7,23667,2.0,18165894,3994.9,11355106,77.1,10700729,72.6
"October 4, 2021",429,8455,1.4,589041,3997.8,30001,5.1,9757,1.7,25441,1.8,18191335,3997.8,11363582,77.1,10716162,72.7
"October 5, 2021",476,8344,1.4,589517,4001.1,30032,5.1,9771,1.7,39460,1.7,18230795,4001.1,11373120,77.2,10734202,72.9
"October 6, 2021",587,8328,1.4,590104,4005,30052,5.1,9776,1.7,37057,1.7,18267852,4005,11382348,77.3,10750936,73
"October 7, 2021",573,8131,1.4,590677,4008.9,30086,5.1,9786,1.7,37118,1.8,18304970,4008.9,11392967,77.3,10769338,73.1
"October 8, 2021",654,8146,1.4,591331,4013.4,30112,5.1,9788,1.7,31123,1.8,18336093,4013.4,11403519,77.4,10789864,73.2
"October 9, 2021",535,7978,1.3,591886,4017.1,30130,5.1,9790,1.7,29755,1.8,18365848,4017.1,11411090,77.4,10804607,73.3
"October 10, 2021",458,7992,1.3,592324,4020.1,30147,5.1,9792,1.7,20785,1.9,18386633,4020.1,11414819,77.5,10812260,73.4
"October 11, 2021",390,7907,1.3,592714,4022.8,30165,5.1,9792,1.7,18280,1.9,18404913,4022.8,11416323,77.5,10815219,73.4
"October 12, 2021",306,7784,1.3,593020,4024.8,30194,5.1,9804,1.7,23219,1.7,18428132,4024.8,11425392,77.5,10832942,73.5
"October 13, 2021",417,7694,1.3,593437,4027.7,30226,5.1,9807,1.7,35421,1.5,18463553,4027.7,11434162,77.6,10850320,73.6
"October 14, 2021",496,7569,1.3,593933,4031,30269,5.1,9809,1.7,35905,1.4,18499458,4031,11442866,77.7,10868159,73.8
"October 15, 2021",486,7341,1.2,594419,4034.3,30295,5.1,9814,1.7,32626,1.7,18532084,4034.3,11451685,77.7,10887779,73.9
"October 16, 2021",443,7077,1.2,594862,4037.3,30310,5.1,9813,1.6,27395,1.4,18559479,4037.3,11458829,77.8,10902901,74
"October 17, 2021",373,7029,1.2,595235,4039.9,30328,5.1,9815,1.6,20432,1.8,18579911,4039.9,11462512,77.8,10910907,74.1
"October 18, 2021",328,6911,1.2,595563,4042.1,30344,5.1,9819,1.6,20792,1.5,18600703,4042.1,11468955,77.8,10923216,74.1
"October 19, 2021",304,6742,1.1,595867,4044.2,30362,5.1,9823,1.6,31569,1.3,18632272,4044.2,11476376,77.9,10937854,74.2
"October 20, 2021",413,6589,1.1,596280,4047,30389,5.1,9827,1.6,31889,1.6,18664161,4047,11482920,77.9,10950569,74.3
"October 21, 2021",492,6485,1.1,596772,4050.3,30422,5.1,9839,1.6,28906,1.4,18693067,4050.3,11490065,78,10965319,74.4
"October 22, 2021",373,6227,1,597145,4052.8,30445,5.1,9845,1.6,27302,1.5,18720369,4052.8,11497548,78,10982082,74.5
"October 23, 2021",370,6117,1,597515,4055.3,30453,5.1,9846,1.6,25328,1.2,18745697,4055.3,11503198,78.1,10994376,74.6
"October 24, 2021",326,5872,1,597841,4057.6,30468,5.1,9846,1.6,18397,1.6,18764094,4057.6,11505864,78.1,11000710,74.7
"October 25, 2021",269,5716,1,598110,4059.4,30486,5.1,9852,1.6,21827,1.5,18785921,4059.4,11511112,78.1,11011452,74.7
"October 26, 2021",321,5539,0.9,598431,4061.6,30499,5.1,9862,1.6,30776,1.4,18816697,4061.6,11517051,78.2,11024294,74.8
"October 27, 2021",409,5418,0.9,598840,4064.3,30518,5.1,9865,1.6,31383,1.3,18848080,4064.3,11522732,78.2,11036636,74.9
"October 28, 2021",419,5364,0.9,599259,4067.2,30538,5.1,9865,1.6,29592,1.3,18877672,4067.2,11528299,78.2,11049351,75
"October 29, 2021",356,5322,0.9,599615,4069.6,30560,5.1,9869,1.6,26767,1.4,18904439,4069.6,11534203,78.3,11063658,75.1
"October 30, 2021",340,5412,0.9,599955,4071.9,30571,5.1,9871,1.6,25707,1.7,18930146,4071.9,11538680,78.3,11074023,75.2
"October 31, 2021",422,5229,0.9,600377,4074.8,30578,5.1,9874,1.6,19840,1.8,18949986,4074.8,11540696,78.3,11078953,75.2
"November 1, 2021",331,5087,0.8,600708,4077,30608,5.1,9881,1.6,20148,1.5,18970134,4077,11544915,78.4,11086461,75.2
"November 2, 2021",378,5134,0.9,601086,4079.6,30640,5.1,9886,1.6,32950,1.4,19003084,4079.6,11549782,78.4,11095806,75.3
"November 3, 2021",438,5103,0.8,601524,4082.6,30659,5.1,9891,1.6,32129,1.7,19035213,4082.6,11554483,78.4,11105534,75.4
"November 4, 2021",563,5128,0.9,602087,4086.4,30685,5.1,9896,1.6,30187,1.8,19065400,4086.4,11558739,78.4,11114826,75.4
"November 5, 2021",508,5182,0.9,602595,4089.8,30699,5.1,9896,1.6,30145,1.9,19095545,4089.8,11563778,78.5,11126692,75.5
"November 6, 2021",636,5260,0.9,603231,4094.1,30718,5.1,9898,1.6,27146,2.0,19122691,4094.1,11567670,78.5,11135369,75.6
"November 7, 2021",480,5376,0.9,603711,4097.4,30730,5.1,9900,1.6,22980,2.2,19145671,4097.4,11569687,78.5,11139973,75.6
"November 8, 2021",441,5565,0.9,604152,4100.4,30756,5.1,9903,1.6,19368,3.1,19165039,4100.4,11573386,78.5,11147323,75.7
"November 9, 2021",454,5786,1,604606,4103.5,30784,5.1,9912,1.6,33364,1.8,19198403,4103.5,11577749,78.6,11155969,75.7
"November 10, 2021",642,6034,1,605248,4107.8,30809,5.1,9916,1.6,29814,2.1,19228217,4107.8,11581898,78.6,11164765,75.8
"November 11, 2021",598,6133,1,605846,4111.9,30840,5.1,9921,1.6,30230,2.5,19258447,4111.9,11585909,78.6,11172700,75.8
"November 12, 2021",661,6375,1.1,606507,4116.4,30867,5.1,9927,1.6,26456,2.4,19284903,4116.4,11590862,78.7,11183827,75.9
"November 13, 2021",666,6508,1.1,607173,4120.9,30889,5.1,9934,1.6,24853,2.7,19309756,4120.9,11594649,78.7,11192216,76
"November 14, 2021",552,6794,1.1,607725,4124.6,30908,5.1,9937,1.6,21475,2.2,19331231,4124.6,11596774,78.7,11196572,76
"November 15, 2021",481,7086,1.2,608206,4127.9,30944,5.1,9938,1.6,18965,2.5,19350196,4127.9,11600566,78.7,11203777,76
"November 16, 2021",512,7261,1.2,608718,4131.4,30969,5.1,9950,1.6,28931,2.5,19379127,4131.4,11604511,78.8,11211290,76.1
"November 17, 2021",711,7421,1.2,609429,4136.2,30997,5.1,9955,1.6,34347,2,19413474,4136.2,11608262,78.8,11218542,76.1
"November 18, 2021",793,7589,1.2,610222,4141.6,31025,5.1,9959,1.6,30515,2.6,19443989,4141.6,11612020,78.8,11226032,76.2
"November 19, 2021",728,7837,1.3,610950,4146.5,31067,5.1,9964,1.6,30138,2.3,19474127,4146.5,11616300,78.8,11234632,76.2
"November 20, 2021",741,8020,1.3,611691,4151.6,31087,5.1,9967,1.6,29799,2.6,19503926,4151.6,11619644,78.9,11241390,76.3
"November 21, 2021",627,8300,1.4,612318,4155.8,31102,5.1,9968,1.6,19552,3.4,19523478,4155.8,11621523,78.9,11245142,76.3
"November 22, 2021",613,8366,1.4,612931,4160,31130,5.1,9974,1.6,19859,3.1,19543337,4160,11624689,78.9,11250874,76.4
"November 23, 2021",591,8561,1.4,613522,4164,31166,5.1,9981,1.6,30092,2.5,19573429,4164,11628347,78.9,11257384,76.4
"November 24, 2021",748,8668,1.4,614270,4169.1,31200,5.1,9985,1.6,33932,2.6,19607361,4169.1,11632173,78.9,11263653,76.4
"November 25, 2021",927,8827,1.4,615197,4175.4,31223,5.1,9991,1.6,33901,3.0,19641262,4175.4,11643442,79,11269986,76.5
"November 26, 2021",854,8987,1.5,616051,4181.1,31253,5.1,9993,1.6,31444,3.0,19672706,4181.1,11665673,79.2,11276750,76.5
"November 27, 2021",964,9139,1.5,617015,4187.7,31270,5.1,9994,1.6,29692,3.2,19702398,4187.7,11693306,79.4,11281840,76.6
"November 28, 2021",788,9431,1.5,617803,4193,31288,5.1,9997,1.6,26016,3.5,19728414,4193,11712165,79.5,11284559,76.6
"November 29, 2021",687,9699,1.6,618490,4197.7,31321,5.1,10000,1.6,21476,3.0,19749890,4197.7,11732729,79.6,11289403,76.6
"November 30, 2021",780,9987,1.6,619270,4203,31360,5.1,10005,1.6,35364,3.1,19785254,4203,11758849,79.8,11294737,76.7
"December 1, 2021",959,10211,1.6,620229,4209.5,31395,5.1,10012,1.6,38480,2.9,19823734,4209.5,11785206,80,11299505,76.7
"December 2, 2021",1031,10386,1.7,621260,4216.5,31427,5.1,10016,1.6,39748,2.9,19863482,4216.5,11810127,80.2,11304406,76.7
"December 3, 2021",1053,10654,1.7,622313,4223.6,31449,5.1,10024,1.6,36268,3.5,19899750,4223.6,11837801,80.3,11310207,76.8
"December 4, 2021",1184,10982,1.8,623497,4231.7,31467,5,10024,1.6,31735,3.2,19931485,4231.7,11869627,80.6,11314437,76.8
"December 5, 2021",887,11257,1.8,624384,4237.7,31492,5,10027,1.6,25981,3.5,19957466,4237.7,11888695,80.7,11317017,76.8
"December 6, 2021",928,11734,1.9,625312,4244,31512,5,10036,1.6,26136,3.8,19983602,4244,11903441,80.8,11321230,76.8
"December 7, 2021",1009,11964,1.9,626321,4250.9,31551,5,10044,1.6,38502,3.3,20022104,4250.9,11922406,80.9,11325656,76.9
"December 8, 2021",1290,12206,1.9,627611,4259.6,31575,5,10054,1.6,40242,3.5,20062346,4259.6,11940557,81,11329769,76.9
"December 9, 2021",1453,12655,2,629064,4269.5,31600,5,10065,1.6,39941,4.4,20102287,4269.5,11958077,81.2,11334153,76.9
"December 10, 2021",1607,13056,2.1,630671,4280.4,31635,5,10070,1.6,42205,4.6,20144492,4280.4,11978377,81.3,11339680,77
"December 11, 2021",1476,13645,2.2,632147,4290.4,31670,5,10078,1.6,38477,5.4,20182969,4290.4,12001007,81.5,11343640,77
"December 12, 2021",1536,14206,2.2,633683,4300.8,31689,5,10079,1.6,38331,5.5,20221300,4300.8,12012545,81.5,11345907,77
"December 13, 2021",1429,14820,2.3,635112,4310.5,31729,5,10084,1.6,33400,6.6,20254700,4310.5,12021491,81.6,11349511,77
"December 14, 2021",1808,15529,2.4,636920,4322.8,31761,5,10093,1.6,44726,6.0,20299426,4322.8,12033842,81.7,11353732,77.1
"December 15, 2021",2421,16251,2.5,639341,4339.2,31794,5,10102,1.6,54724,7.0,20354150,4339.2,12046222,81.8,11357702,77.1
"December 16, 2021",3124,17081,2.7,642465,4360.4,31831,5,10107,1.6,51636,8.2,20405786,4360.4,12058597,81.8,11361938,77.1
"December 17, 2021",3301,18294,2.8,645766,4382.8,31860,4.9,10111,1.6,54407,8.9,20460193,4382.8,12072128,81.9,11366563,77.1
"December 18, 2021",4177,20298,3.1,649943,4411.2,31885,4.9,10113,1.6,51151,8.7,20511344,4411.2,12090285,82.1,11370244,77.2
"December 19, 2021",3784,22264,3.4,653727,4436.9,31905,4.9,10113,1.5,44123,9.7,20555467,4436.9,12100610,82.1,11372806,77.2
"December 20, 2021",3453,24926,3.8,657180,4460.3,31927,4.9,10123,1.5,49285,9.9,20604752,4460.3,12113591,82.2,11376789,77.2
"December 21, 2021",4383,27729,4.2,661563,4490,31983,4.8,10133,1.5,55381,10.7,20660133,4490,12128047,82.3,11381679,77.2
"December 22, 2021",5790,30557,4.6,667353,4529.3,32032,4.8,10140,1.5,68191,16.0,20728324,4529.3,12139865,82.4,11386443,77.3
"December 23, 2021",9571,33730,5,676924,4594.3,32083,4.7,10146,1.5,72639,18.7,20800963,4594.3,12149369,82.5,11390687,77.3
"December 24, 2021",10412,37822,5.5,687336,4665,32126,4.7,10149,1.5,66489,19.2,20867452,4665,12153302,82.5,11393010,77.3
"December 25, 2021",9826,44341,6.4,697162,4731.7,32144,4.6,10156,1.5,56695,21.9,20924147,4731.7,12153687,82.5,11393249,77.3
"December 26, 2021",9418,53614,7.6,706580,4795.6,32179,4.6,10161,1.4,48479,24.5,20972626,4795.6,12155230,82.5,11394228,77.3
"December 27, 2021",8825,62574,8.7,715405,4855.5,32201,4.5,10168,1.4,53311,24.9,21025937,4855.5,12161452,82.5,11397917,77.4
"December 28, 2021",10436,69828,9.6,725841,4926.3,32245,4.4,10171,1.4,59259,26.9,21085196,4926.3,12170979,82.6,11402188,77.4
"December 29, 2021",13807,77623,10.5,739648,5020,32308,4.4,10179,1.4,67301,30.5,21152497,5020,12181320,82.7,11407256,77.4
"December 30, 2021",16713,85846,11.3,756361,5133.4,32408,4.3,10194,1.3,75093,29.8,21227590,5133.4,12191609,82.7,11412809,77.5
"December 31, 2021",18445,96014,12.4,774806,5258.6,32493,4.2,10206,1.3,69768,34.3,21297358,5258.6,12197099,82.8,11416546,77.5
"January 1, 2022",16714,109529,13.8,791520,5372.1,32559,4.1,10223,1.3,62002,32.4,21359360,5372.1,12198047,82.8,11417406,77.5
"January 2, 2022",13578,122943,15.3,805098,5464.2,32622,4.1,10229,1.3,54346,31.9,21413706,5464.2,12202894,82.8,11421905,77.5
"January 3, 2022",11352,137515,16.8,816450,5541.3,32714,4,10239,1.3,49737,30.9,21463443,5541.3,12209004,82.9,11427007,77.6
"January 4, 2022",11582,148416,17.9,828032,5619.9,32862,4,10252,1.2,59137,28.1,21522580,5619.9,12216795,82.9,11434052,77.6
"January 5, 2022",13339,157161,18.7,841371,5710.4,33044,3.9,10272,1.2,59241,29.2,21581821,5710.4,12224229,83,11440613,77.6
"January 6, 2022",11899,164211,19.2,853270,5791.2,33240,3.9,10315,1.2,61137,26.6,21642958,5791.2,12232480,83,11447332,77.7
"January 7, 2022",13362,171238,19.8,866632,5881.8,33434,3.9,10345,1.2,55700,30.6,21698658,5881.8,12241422,83.1,11453720,77.7
"January 8, 2022",11959,175928,20,878591,5963,33622,3.8,10366,1.2,49442,27.7,21748100,5963,12251512,83.2,11460684,77.8
"January 9, 2022",9706,178160,20.1,888297,6028.9,33800,3.8,10378,1.2,40692,26.7,21788792,6028.9,12256914,83.2,11465019,77.8
"January 10, 2022",7951,179734,20.1,896248,6082.9,33927,3.8,10399,1.2,45451,24.4,21834243,6082.9,12263375,83.2,11471294,77.9
"January 11, 2022",9783,181731,20.1,906031,6149.2,34114,3.8,10445,1.2,56420,20.3,21890663,6149.2,12271941,83.3,11479040,77.9
"January 12, 2022",9909,181135,19.8,915940,6216.5,34361,3.8,10480,1.1,58831,21.4,21949494,6216.5,12281612,83.4,11488042,78
"January 13, 2022",10964,180919,19.5,926904,6290.9,34636,3.7,10522,1.1,58031,21.8,22007525,6290.9,12292970,83.4,11498152,78
"January 14, 2022",10732,178629,19.1,937636,6363.8,34841,3.7,10565,1.1,56318,24.8,22063843,6363.8,12304489,83.5,11509613,78.1
"January 15, 2022",10450,173059,18.3,948086,6434.7,35062,3.7,10605,1.1,52676,22.7,22116519,6434.7,12314173,83.6,11519123,78.2
"January 16, 2022",8521,166494,17.4,956607,6492.5,35216,3.7,10628,1.1,37059,24.2,22153578,6492.5,12320423,83.6,11525569,78.2
"January 17, 2022",7086,158219,16.4,963693,6540.6,35419,3.7,10666,1.1,31355,24.5,22184933,6540.6,12322495,83.6,11527538,78.2
"January 18, 2022",5744,152858,15.8,969437,6579.6,35711,3.7,10726,1.1,34579,22.0,22219512,6579.6,12328502,83.7,11534018,78.3
"January 19, 2022",7757,148014,15.1,977194,6632.2,36073,3.7,10801,1.1,42907,15.9,22262419,6632.2,12335369,83.7,11540795,78.3
"January 20, 2022",7165,143320,14.6,984359,6680.9,36406,3.7,10865,1.1,41538,17.7,22303957,6680.9,12342055,83.8,11548584,78.4
"January 21, 2022",6473,137661,13.9,990832,6724.8,36749,3.7,10912,1.1,36396,15.9,22340353,6724.8,12351288,83.8,11560430,78.5
"January 22, 2022",5833,131721,13.2,996665,6764.4,37020,3.7,10968,1.1,32247,18.2,22372600,6764.4,12359028,83.9,11574243,78.6
"January 23, 2022",4790,125380,12.5,1001455,6796.9,37173,3.7,11004,1.1,20716,18.4,22393316,6796.9,12362569,83.9,11582063,78.6
"January 24, 2022",3424,118003,11.7,1004879,6820.1,37433,3.7,11068,1.1,20081,18.8,22413397,6820.1,12366692,83.9,11590268,78.7
"January 25, 2022",5368,112795,11.2,1010247,6856.6,37717,3.7,11160,1.1,33687,14.1,22447084,6856.6,12372006,84,11603228,78.8
"January 26, 2022",5852,107728,10.6,1016099,6896.3,38026,3.7,11230,1.1,33560,14.1,22480644,6896.3,12377438,84,11616234,78.8
"January 27, 2022",5337,103197,10.1,1021436,6932.5,38364,3.8,11298,1.1,32672,14.4,22513316,6932.5,12382527,84,11629691,78.9
"January 28, 2022",4855,98309,9.6,1026291,6965.5,38624,3.8,11354,1.1,29241,13.9,22542557,6965.5,12388632,84.1,11647109,79
"January 29, 2022",3960,92811,9,1030251,6992.3,38814,3.8,11412,1.1,23638,13.5,22566195,6992.3,12394134,84.1,11667465,79.2
"January 30, 2022",3043,87384,8.5,1033294,7013,38954,3.8,11444,1.1,15008,14.7,22581203,7013,12396636,84.1,11677203,79.3
"January 31, 2022",2622,80828,7.8,1035916,7030.8,39125,3.8,11504,1.1,16380,16.2,22597583,7030.8,-,-,-,-
"February 1, 2022",3909,74830,7.2,1039825,7057.3,39329,3.8,11576,1.1,27720,13.4,22625303,7057.3,-,-,-,-
"February 2, 2022",4098,70392,6.7,1043923,7085.1,39549,3.8,11651,1.1,28493,13.2,22653796,7085.1,-,-,-,-
"February 3, 2022",4047,67222,6.4,1047970,7112.6,39720,3.8,11711,1.1,25118,12.0,22678914,7112.6,-,-,-,-
